Asset name,Source URL,License,Attribution required?,File format downloaded,Approximate polygon/triangle count,One-line description,Folder/category,File path
kenney furniture-kit ceilingFan,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_ceilingFan.obj
kenney furniture-kit chair,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_chair.obj
kenney furniture-kit chairCushion,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_chairCushion.obj
kenney furniture-kit chairDesk,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_chairDesk.obj
kenney furniture-kit chairModernCushion,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_chairModernCushion.obj
kenney furniture-kit chairModernFrameCushion,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_chairModernFrameCushion.obj
kenney furniture-kit chairRounded,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_chairRounded.obj
kenney furniture-kit coatRack,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_coatRack.obj
kenney furniture-kit coatRackStanding,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_coatRackStanding.obj
kenney furniture-kit computerKeyboard,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_computerKeyboard.obj
kenney furniture-kit computerMouse,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_computerMouse.obj
kenney furniture-kit computerScreen,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_computerScreen.obj
kenney furniture-kit desk,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_desk.obj
kenney furniture-kit deskCorner,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_deskCorner.obj
kenney furniture-kit doorway,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_furniture-kit_doorway.obj
kenney furniture-kit doorwayFront,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_furniture-kit_doorwayFront.obj
kenney furniture-kit doorwayOpen,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_furniture-kit_doorwayOpen.obj
kenney furniture-kit dryer,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_dryer.obj
kenney furniture-kit floorCorner,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_floorCorner.obj
kenney furniture-kit floorCornerRound,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_floorCornerRound.obj
kenney furniture-kit floorFull,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_floorFull.obj
kenney furniture-kit floorHalf,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_floorHalf.obj
kenney furniture-kit hoodLarge,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_hoodLarge.obj
kenney furniture-kit hoodModern,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_hoodModern.obj
kenney furniture-kit kitchenBar,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenBar.obj
kenney furniture-kit kitchenBarEnd,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenBarEnd.obj
kenney furniture-kit kitchenBlender,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenBlender.obj
kenney furniture-kit kitchenCabinet,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinet.obj
kenney furniture-kit kitchenCabinetCornerInner,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinetCornerInner.obj
kenney furniture-kit kitchenCabinetCornerRound,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinetCornerRound.obj
kenney furniture-kit kitchenCabinetDrawer,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinetDrawer.obj
kenney furniture-kit kitchenCabinetUpper,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinetUpper.obj
kenney furniture-kit kitchenCabinetUpperCorner,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinetUpperCorner.obj
kenney furniture-kit kitchenCabinetUpperDouble,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinetUpperDouble.obj
kenney furniture-kit kitchenCabinetUpperLow,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinetUpperLow.obj
kenney furniture-kit kitchenCoffeeMachine,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenCoffeeMachine.obj
kenney furniture-kit kitchenFridge,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenFridge.obj
kenney furniture-kit kitchenFridgeBuiltIn,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenFridgeBuiltIn.obj
kenney furniture-kit kitchenFridgeLarge,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenFridgeLarge.obj
kenney furniture-kit kitchenFridgeSmall,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenFridgeSmall.obj
kenney furniture-kit kitchenMicrowave,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenMicrowave.obj
kenney furniture-kit kitchenSink,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenSink.obj
kenney furniture-kit kitchenStove,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenStove.obj
kenney furniture-kit kitchenStoveElectric,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenStoveElectric.obj
kenney furniture-kit lampRoundFloor,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Lighting,/home/ubuntu/BOPLUX_assets/Lighting/kenney_furniture-kit_lampRoundFloor.obj
kenney furniture-kit lampRoundTable,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_lampRoundTable.obj
kenney furniture-kit lampSquareCeiling,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Lighting,/home/ubuntu/BOPLUX_assets/Lighting/kenney_furniture-kit_lampSquareCeiling.obj
kenney furniture-kit lampSquareFloor,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Lighting,/home/ubuntu/BOPLUX_assets/Lighting/kenney_furniture-kit_lampSquareFloor.obj
kenney furniture-kit lampSquareTable,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_lampSquareTable.obj
kenney furniture-kit lampWall,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_furniture-kit_lampWall.obj
kenney furniture-kit laptop,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_laptop.obj
kenney furniture-kit loungeChair,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_loungeChair.obj
kenney furniture-kit loungeChairRelax,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_loungeChairRelax.obj
kenney furniture-kit loungeDesignChair,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_loungeDesignChair.obj
kenney furniture-kit loungeDesignSofa,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_loungeDesignSofa.obj
kenney furniture-kit loungeDesignSofaCorner,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_loungeDesignSofaCorner.obj
kenney furniture-kit loungeSofa,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_loungeSofa.obj
kenney furniture-kit loungeSofaCorner,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_loungeSofaCorner.obj
kenney furniture-kit loungeSofaLong,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_loungeSofaLong.obj
kenney furniture-kit loungeSofaOttoman,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_loungeSofaOttoman.obj
kenney furniture-kit paneling,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_paneling.obj
kenney furniture-kit pillow,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_pillow.obj
kenney furniture-kit pillowBlue,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_pillowBlue.obj
kenney furniture-kit pillowBlueLong,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_pillowBlueLong.obj
kenney furniture-kit pillowLong,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_pillowLong.obj
kenney furniture-kit plantSmall1,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_furniture-kit_plantSmall1.obj
kenney furniture-kit plantSmall2,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_furniture-kit_plantSmall2.obj
kenney furniture-kit plantSmall3,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_furniture-kit_plantSmall3.obj
kenney furniture-kit pottedPlant,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_furniture-kit_pottedPlant.obj
kenney furniture-kit radio,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_radio.obj
kenney furniture-kit rugDoormat,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_furniture-kit_rugDoormat.obj
kenney furniture-kit rugRectangle,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_rugRectangle.obj
kenney furniture-kit rugRound,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Rocks_Terrain,/home/ubuntu/BOPLUX_assets/Rocks_Terrain/kenney_furniture-kit_rugRound.obj
kenney furniture-kit rugRounded,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Rocks_Terrain,/home/ubuntu/BOPLUX_assets/Rocks_Terrain/kenney_furniture-kit_rugRounded.obj
kenney furniture-kit rugSquare,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_rugSquare.obj
kenney furniture-kit shower,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_shower.obj
kenney furniture-kit showerRound,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_showerRound.obj
kenney furniture-kit sideTable,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_sideTable.obj
kenney furniture-kit sideTableDrawers,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_sideTableDrawers.obj
kenney furniture-kit speaker,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_speaker.obj
kenney furniture-kit speakerSmall,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_speakerSmall.obj
kenney furniture-kit stairs,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_stairs.obj
kenney furniture-kit stairsCorner,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_stairsCorner.obj
kenney furniture-kit stairsOpen,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_stairsOpen.obj
kenney furniture-kit stairsOpenSingle,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_stairsOpenSingle.obj
kenney furniture-kit stoolBar,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_stoolBar.obj
kenney furniture-kit stoolBarSquare,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_stoolBarSquare.obj
kenney furniture-kit table,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_table.obj
kenney furniture-kit tableCloth,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_tableCloth.obj
kenney furniture-kit tableCoffee,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_tableCoffee.obj
kenney furniture-kit tableCoffeeGlass,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_tableCoffeeGlass.obj
kenney furniture-kit tableCoffeeGlassSquare,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_tableCoffeeGlassSquare.obj
kenney furniture-kit tableCoffeeSquare,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_tableCoffeeSquare.obj
kenney furniture-kit tableCross,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_tableCross.obj
kenney furniture-kit tableCrossCloth,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_tableCrossCloth.obj
kenney furniture-kit tableGlass,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_tableGlass.obj
kenney furniture-kit tableRound,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_tableRound.obj
kenney furniture-kit televisionAntenna,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_televisionAntenna.obj
kenney furniture-kit televisionModern,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_televisionModern.obj
kenney furniture-kit televisionVintage,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_televisionVintage.obj
kenney furniture-kit toaster,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_toaster.obj
