Asset name,Source URL,License,Attribution required?,File format downloaded,Approximate polygon/triangle count,One-line description,Folder/category,File path
kenney furniture-kit bathroomCabinet,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_bathroomCabinet.dae
kenney furniture-kit bathroomCabinetDrawer,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_bathroomCabinetDrawer.dae
kenney furniture-kit bathroomMirror,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_bathroomMirror.dae
kenney furniture-kit bathroomSink,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_bathroomSink.dae
kenney furniture-kit bathroomSinkSquare,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_bathroomSinkSquare.dae
kenney furniture-kit bathtub,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_bathtub.dae
kenney furniture-kit bear,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_bear.dae
kenney furniture-kit bedBunk,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_bedBunk.dae
kenney furniture-kit bedDouble,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_bedDouble.dae
kenney furniture-kit bedSingle,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_bedSingle.dae
kenney furniture-kit bench,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_bench.dae
kenney furniture-kit benchCushion,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_benchCushion.dae
kenney furniture-kit benchCushionLow,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_benchCushionLow.dae
kenney furniture-kit bookcaseClosed,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_bookcaseClosed.dae
kenney furniture-kit bookcaseClosedDoors,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_furniture-kit_bookcaseClosedDoors.dae
kenney furniture-kit bookcaseClosedWide,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_bookcaseClosedWide.dae
kenney furniture-kit bookcaseOpen,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_bookcaseOpen.dae
kenney furniture-kit bookcaseOpenLow,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_bookcaseOpenLow.dae
kenney furniture-kit books,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_books.dae
kenney furniture-kit cabinetBed,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_cabinetBed.dae
kenney furniture-kit cabinetBedDrawer,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_cabinetBedDrawer.dae
kenney furniture-kit cabinetBedDrawerTable,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_cabinetBedDrawerTable.dae
kenney furniture-kit cabinetTelevision,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_cabinetTelevision.dae
kenney furniture-kit cabinetTelevisionDoors,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_furniture-kit_cabinetTelevisionDoors.dae
kenney furniture-kit cardboardBoxClosed,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Crates_Barrels_Clutter,/home/ubuntu/BOPLUX_assets/Crates_Barrels_Clutter/kenney_furniture-kit_cardboardBoxClosed.dae
kenney furniture-kit cardboardBoxOpen,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Crates_Barrels_Clutter,/home/ubuntu/BOPLUX_assets/Crates_Barrels_Clutter/kenney_furniture-kit_cardboardBoxOpen.dae
kenney furniture-kit ceilingFan,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_ceilingFan.dae
kenney furniture-kit chair,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_chair.dae
kenney furniture-kit chairCushion,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_chairCushion.dae
kenney furniture-kit chairDesk,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_chairDesk.dae
kenney furniture-kit chairModernCushion,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_chairModernCushion.dae
kenney furniture-kit chairModernFrameCushion,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_chairModernFrameCushion.dae
kenney furniture-kit chairRounded,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_chairRounded.dae
kenney furniture-kit coatRack,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_coatRack.dae
kenney furniture-kit coatRackStanding,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_coatRackStanding.dae
kenney furniture-kit computerKeyboard,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_computerKeyboard.dae
kenney furniture-kit computerMouse,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_computerMouse.dae
kenney furniture-kit computerScreen,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_computerScreen.dae
kenney furniture-kit desk,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_desk.dae
kenney furniture-kit deskCorner,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_deskCorner.dae
kenney furniture-kit doorway,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_furniture-kit_doorway.dae
kenney furniture-kit doorwayFront,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_furniture-kit_doorwayFront.dae
kenney furniture-kit doorwayOpen,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_furniture-kit_doorwayOpen.dae
kenney furniture-kit dryer,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_dryer.dae
kenney furniture-kit floorCorner,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_floorCorner.dae
kenney furniture-kit floorCornerRound,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_floorCornerRound.dae
kenney furniture-kit floorFull,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_floorFull.dae
kenney furniture-kit floorHalf,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_floorHalf.dae
kenney furniture-kit hoodLarge,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_hoodLarge.dae
kenney furniture-kit hoodModern,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_hoodModern.dae
kenney furniture-kit kitchenBar,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenBar.dae
kenney furniture-kit kitchenBarEnd,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenBarEnd.dae
kenney furniture-kit kitchenBlender,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenBlender.dae
kenney furniture-kit kitchenCabinet,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinet.dae
kenney furniture-kit kitchenCabinetCornerInner,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinetCornerInner.dae
kenney furniture-kit kitchenCabinetCornerRound,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinetCornerRound.dae
kenney furniture-kit kitchenCabinetDrawer,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinetDrawer.dae
kenney furniture-kit kitchenCabinetUpper,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinetUpper.dae
kenney furniture-kit kitchenCabinetUpperCorner,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinetUpperCorner.dae
kenney furniture-kit kitchenCabinetUpperDouble,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinetUpperDouble.dae
kenney furniture-kit kitchenCabinetUpperLow,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinetUpperLow.dae
kenney furniture-kit kitchenCoffeeMachine,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenCoffeeMachine.dae
kenney furniture-kit kitchenFridge,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenFridge.dae
kenney furniture-kit kitchenFridgeBuiltIn,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenFridgeBuiltIn.dae
kenney furniture-kit kitchenFridgeLarge,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenFridgeLarge.dae
kenney furniture-kit kitchenFridgeSmall,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenFridgeSmall.dae
kenney furniture-kit kitchenMicrowave,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenMicrowave.dae
kenney furniture-kit kitchenSink,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,DAE,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenSink.dae
